Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Region
2020,Richland,SC,Passenger,0,1,1,158,159,0.63,South
2019,Dakota,MN,Passenger,0,1,1,33,34,2.94,Midwest
2020,Klamath,OR,Passenger,1,0,1,33,34,2.94,West
2021,Fairbanks North Star,AK,Passenger,0,1,1,81,82,1.22,West
2021,Loudoun,VA,Passenger,1,0,1,68,69,1.45,South
2022,Spartanburg,SC,Passenger,0,1,1,39,40,2.5,South
2022,Geary,KS,Passenger,1,0,1,77,78,1.28,Midwest
2021,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,Hampshire,MA,Passenger,1,0,1,7,8,12.5,Northeast
2023,Santa Clara,CA,Passenger,10,3,13,185,198,6.57,West
2022,Honolulu,HI,Passenger,4,4,8,339,347,2.31,West
2017,Montgomery,TN,Passenger,1,0,1,309,310,0.32,South
2022,Douglas,NE,Passenger,1,2,3,47,50,6.0,Midwest
2021,Dorchester,SC,Passenger,1,0,1,63,64,1.56,South
2022,Polk,OR,Passenger,0,1,1,20,21,4.76,West
2019,St. Clair,IL,Passenger,0,1,1,169,170,0.59,Midwest
2018,Manatee,FL,Passenger,1,0,1,38,39,2.56,South
2021,Vigo,IN,Passenger,1,0,1,5,6,16.67,Midwest
2022,Okaloosa,FL,Passenger,0,1,1,104,105,0.95,South
2023,Wichita,TX,Passenger,2,0,2,30,32,6.25,South
2018,Prince William,VA,Passenger,0,4,4,255,259,1.54,South
2021,Washington,OR,Passenger,1,0,1,400,401,0.25,West
2022,Sonoma,CA,Passenger,0,1,1,82,83,1.2,West
2018,Dakota,MN,Passenger,0,2,2,38,40,5.0,Midwest
2020,Middlesex,MA,Passenger,1,1,2,103,105,1.9,Northeast
2018,Essex,NJ,Passenger,1,0,1,11,12,8.33,Northeast
2017,Monroe,NY,Passenger,1,0,1,28,29,3.45,Northeast
2021,Washoe,NV,Passenger,1,0,1,104,105,0.95,West
2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67,West
2017,Travis,TX,Passenger,0,1,1,191,192,0.52,South
2017,Portsmouth,VA,Passenger,0,1,1,63,64,1.56,South
2021,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94,West
2020,Contra Costa,CA,Passenger,3,3,6,313,319,1.88,West
2020,Alameda,CA,Passenger,2,0,2,268,270,0.74,West
2023,Sarasota,FL,Passenger,1,0,1,19,20,5.0,South
2022,Jackson,OK,Passenger,0,1,1,35,36,2.78,South
2023,Fairfax,VA,Truck,1,0,1,96,97,1.03,South
2021,Howard,MD,Passenger,0,1,1,64,65,1.54,Northeast
2018,Caddo,LA,Passenger,0,1,1,21,22,4.55,South
2019,Washoe,NV,Passenger,2,0,2,117,119,1.68,West
2022,Escambia,FL,Passenger,0,1,1,133,134,0.75,South
2020,Los Angeles,CA,Passenger,9,11,20,960,980,2.04,West
2023,Pulaski,AR,Passenger,2,0,2,15,17,11.76,South
2021,San Mateo,CA,Passenger,1,0,1,96,97,1.03,West
2020,Fairfax,VA,Passenger,5,3,8,735,743,1.08,South
2018,Carson City,NV,Passenger,1,0,1,15,16,6.25,West
2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04,Midwest
2019,Chesapeake,VA,Passenger,0,1,1,440,441,0.23,South
2020,Jefferson,CO,Passenger,0,1,1,60,61,1.64,West
2020,Hillsborough,FL,Passenger,0,1,1,183,184,0.54,South
2021,Sumter,SC,Passenger,0,1,1,36,37,2.7,South
2019,Goochland,VA,Passenger,1,1,2,258,260,0.77,South
2022,Lane,OR,Passenger,0,2,2,108,110,1.82,West
2018,Gwinnett,GA,Passenger,0,1,1,80,81,1.23,South
2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44,Northeast
2022,Hamilton,OH,Passenger,1,0,1,31,32,3.12,Midwest
2021,Carroll,MD,Passenger,0,1,1,18,19,5.26,Northeast
2019,Nantucket,MA,Passenger,1,0,1,4,5,20.0,Northeast
2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2017,Clark,NV,Passenger,2,2,4,800,804,0.5,West
2020,Honolulu,HI,Passenger,5,2,7,446,453,1.55,West
2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88,South
2021,Frederick,MD,Passenger,1,1,2,74,76,2.63,Northeast
2023,Wilson,TX,Passenger,0,1,1,2,3,33.33,South
2017,Dakota,MN,Passenger,0,1,1,38,39,2.56,Midwest
2019,Lake,IL,Passenger,1,0,1,167,168,0.6,Midwest
2019,Maui,HI,Passenger,2,0,2,44,46,4.35,West
2021,Hamilton,IN,Passenger,2,0,2,31,33,6.06,Midwest
2022,Greene,MO,Passenger,0,1,1,28,29,3.45,Midwest
2023,Cumberland,NC,Passenger,1,4,5,319,324,1.54,South
2017,Santa Fe,NM,Passenger,0,1,1,45,46,2.17,West
2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33,Northeast
2022,Middlesex,MA,Passenger,1,1,2,84,86,2.33,Northeast
2022,Frederick,MD,Passenger,1,1,2,72,74,2.7,Northeast
2022,Galveston,TX,Passenger,0,1,1,17,18,5.56,South
2023,Carroll,MD,Passenger,0,1,1,19,20,5.0,Northeast
2019,Santa Clara,CA,Passenger,4,2,6,372,378,1.59,West
2021,Clark,NV,Passenger,5,2,7,608,615,1.14,West
2018,Hardin,KY,Passenger,0,1,1,119,120,0.83,South
2021,Kings,NY,Passenger,1,0,1,63,64,1.56,Northeast
2019,Camden,NJ,Passenger,0,2,2,21,23,8.7,Northeast
2023,Yavapai,AZ,Passenger,0,1,1,20,21,4.76,West
2020,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5,West
2022,Richland,SC,Passenger,0,1,1,118,119,0.84,South
2017,Monterey,CA,Passenger,0,2,2,195,197,1.02,West
2020,El Paso,CO,Passenger,2,1,3,715,718,0.42,West
2017,Volusia,FL,Passenger,0,1,1,44,45,2.22,South
2019,Douglas,NE,Passenger,0,1,1,64,65,1.54,Midwest
2020,Kootenai,ID,Passenger,1,0,1,219,220,0.45,West
2017,Multnomah,OR,Passenger,0,3,3,1110,1113,0.27,West
2023,Monterey,CA,Passenger,1,1,2,103,105,1.9,West
2018,Manatee,FL,Passenger,1,0,1,38,39,2.56,South
2023,Calvert,MD,Passenger,0,2,2,76,78,2.56,Northeast
2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33,West
2017,Los Angeles,CA,Passenger,3,1,4,1279,1283,0.31,West
2022,Chesapeake,VA,Passenger,3,2,5,313,318,1.57,South
2021,Washington,MD,Passenger,2,0,2,14,16,12.5,Northeast
2021,Lake,IL,Passenger,2,0,2,159,161,1.24,Midwest
2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47,South
2020,Suffolk,VA,Passenger,1,0,1,127,128,0.78,South
2022,Tarrant,TX,Passenger,1,0,1,137,138,0.72,South
2020,Flathead,MT,Passenger,1,0,1,60,61,1.64,West
2021,Eagle,CO,Passenger,1,0,1,9,10,10.0,West
2017,Canyon,ID,Passenger,0,1,1,103,104,0.96,West
2021,New York,NY,Passenger,1,0,1,49,50,2.0,Northeast
2021,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2017,Kent,MI,Passenger,0,1,1,35,36,2.78,Midwest
2021,San Joaquin,CA,Passenger,1,0,1,111,112,0.89,West
2022,DuPage,IL,Passenger,0,1,1,41,42,2.38,Midwest
2018,Prince William,VA,Passenger,0,4,4,256,260,1.54,South
2022,Bexar,TX,Passenger,3,4,7,493,500,1.4,South
2022,Hillsborough,FL,Passenger,1,2,3,122,125,2.4,South
2021,Tulsa,OK,Passenger,1,1,2,42,44,4.55,South
2022,Burlington,NJ,Passenger,0,2,2,108,110,1.82,Northeast
2023,Hennepin,MN,Passenger,1,0,1,41,42,2.38,Midwest
2019,Cook,IL,Passenger,1,0,1,247,248,0.4,Midwest
2018,Charleston,SC,Passenger,1,0,1,127,128,0.78,South
2018,Sedgwick,KS,Passenger,0,1,1,97,98,1.02,Midwest
2023,Currituck,NC,Passenger,1,0,1,17,18,5.56,South
2021,Calvert,MD,Passenger,0,2,2,82,84,2.38,Northeast
2019,St. Clair,IL,Passenger,0,1,1,165,166,0.6,Midwest
2018,Fairfax,VA,Passenger,4,2,6,810,816,0.74,South
2021,Dakota,MN,Passenger,0,1,1,28,29,3.45,Midwest
2020,Cascade,MT,Passenger,0,1,1,55,56,1.79,West
2021,Nassau,FL,Passenger,1,0,1,33,34,2.94,South
2021,Hamilton,IN,Passenger,2,0,2,36,38,5.26,Midwest
2019,Berkshire,MA,Passenger,0,1,1,4,5,20.0,Northeast
2018,Norfolk,MA,Passenger,1,0,1,39,40,2.5,Northeast
2018,District of Columbia,DC,Passenger,0,3,3,192,195,1.54,
2020,Flathead,MT,Passenger,1,0,1,61,62,1.61,West
2023,Henrico,VA,Passenger,0,1,1,7,8,12.5,South
2022,San Bernardino,CA,Passenger,1,1,2,336,338,0.59,West
2019,Jefferson,CO,Passenger,0,2,2,64,66,3.03,West
2022,Orange,FL,Passenger,2,0,2,102,104,1.92,South
2020,Rogers,OK,Passenger,1,0,1,5,6,16.67,South
2022,Kings,CA,Passenger,2,1,3,299,302,0.99,West
2021,Boulder,CO,Passenger,1,1,2,48,50,4.0,West
2020,Orange,NC,Passenger,0,1,1,12,13,7.69,South
2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86,West
2023,El Paso,TX,Passenger,3,0,3,291,294,1.02,South
2020,Sarasota,FL,Passenger,2,0,2,28,30,6.67,South
2023,New Haven,CT,Passenger,0,2,2,24,26,7.69,Northeast
2021,Washington,OR,Passenger,1,0,1,393,394,0.25,West
2019,San Joaquin,CA,Passenger,1,0,1,138,139,0.72,West
2019,Tarrant,TX,Passenger,1,0,1,210,211,0.47,South
2018,Orange,FL,Passenger,2,1,3,175,178,1.69,South
2020,Montgomery,OH,Passenger,0,1,1,50,51,1.96,Midwest
2020,Arlington,VA,Passenger,0,2,2,151,153,1.31,South
2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Midwest
2020,San Diego,CA,Passenger,16,5,21,2763,2784,0.75,West
2019,Prince George's,MD,Passenger,1,1,2,176,178,1.12,Northeast
2021,Utah,UT,Passenger,0,1,1,124,125,0.8,West
2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2018,El Paso,CO,Passenger,3,1,4,770,774,0.52,West
2021,Carroll,MD,Passenger,0,1,1,20,21,4.76,Northeast
2020,Hamilton,IN,Passenger,1,0,1,38,39,2.56,Midwest
2022,Randolph,NC,Passenger,1,0,1,5,6,16.67,South
2022,Montgomery,AL,Passenger,0,1,1,38,39,2.56,South
2023,Rockingham,NH,Passenger,1,0,1,11,12,8.33,Northeast
2021,Monterey,CA,Passenger,0,2,2,138,140,1.43,West
2019,Portsmouth,VA,Passenger,0,1,1,73,74,1.35,South
2018,Manassas,VA,Passenger,0,1,1,9,10,10.0,South
2019,Brevard,FL,Passenger,0,1,1,87,88,1.14,South
2020,Utah,UT,Passenger,0,1,1,133,134,0.75,West
2018,Richland,SC,Passenger,0,1,1,172,173,0.58,South
2022,Placer,CA,Passenger,2,0,2,70,72,2.78,West
2017,Howard,MD,Passenger,0,2,2,90,92,2.17,Northeast
2018,Pima,AZ,Passenger,1,1,2,421,423,0.47,West
2022,Maui,HI,Passenger,1,0,1,22,23,4.35,West
2017,Allegheny,PA,Passenger,1,0,1,92,93,1.08,Northeast
2019,New London,CT,Passenger,0,2,2,245,247,0.81,Northeast
2017,Harnett,NC,Passenger,1,0,1,261,262,0.38,South
2021,Ventura,CA,Passenger,2,2,4,250,254,1.57,West
2021,Fairfax,VA,Passenger,5,4,9,675,684,1.32,South
2020,Goochland,VA,Passenger,3,1,4,257,261,1.53,South
2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,
2019,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69,Northeast
2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67,Midwest
2020,Arlington,VA,Passenger,0,2,2,152,154,1.3,South
2019,Placer,CA,Passenger,1,0,1,101,102,0.98,West
2020,Riverside,CA,Passenger,4,1,5,639,644,0.78,West
2022,Beaufort,SC,Passenger,1,0,1,25,26,3.85,South
2021,Hennepin,MN,Passenger,2,0,2,79,81,2.47,Midwest
2018,Washington,OR,Passenger,0,1,1,481,482,0.21,West
2023,Miami-Dade,FL,Passenger,1,0,1,57,58,1.72,South
2019,Lake,FL,Passenger,1,0,1,21,22,4.55,South
2021,Monroe,IL,Passenger,1,0,1,3,4,25.0,Midwest
2021,Queens,NY,Passenger,2,0,2,50,52,3.85,Northeast
2020,Suffolk,VA,Passenger,1,0,1,129,130,0.77,South
2023,Williamson,TX,Passenger,0,1,1,42,43,2.33,South
2020,Oklahoma,OK,Passenger,0,1,1,131,132,0.76,South
2022,Manassas,VA,Passenger,0,1,1,8,9,11.11,South
2020,Harford,MD,Passenger,0,1,1,60,61,1.64,Northeast
2018,Virginia Beach,VA,Passenger,2,1,3,685,688,0.44,South
2019,Contra Costa,CA,Passenger,2,2,4,367,371,1.08,West
2022,Hardin,KY,Passenger,1,0,1,60,61,1.64,South
2021,Los Angeles,CA,Passenger,9,7,16,855,871,1.84,West
2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Northeast
2019,Norfolk,VA,Passenger,2,2,4,352,356,1.12,South
2017,Anne Arundel,MD,Passenger,0,1,1,515,516,0.19,Northeast
2018,Bexar,TX,Passenger,2,4,6,754,760,0.79,South
2020,Mercer,NJ,Passenger,0,1,1,15,16,6.25,Northeast
2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44,Northeast
2017,Montgomery,TN,Passenger,1,0,1,272,273,0.37,South
2022,Honolulu,HI,Passenger,3,3,6,310,316,1.9,West
2018,Lane,OR,Passenger,0,1,1,192,193,0.52,West
2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38,Northeast
2018,Polk,FL,Passenger,1,0,1,63,64,1.56,South
2021,Los Angeles,CA,Passenger,9,10,19,939,958,1.98,West
2019,Richland,SC,Passenger,0,1,1,160,161,0.62,South
2017,Riverside,CA,Passenger,1,1,2,805,807,0.25,West
2019,Harford,MD,Passenger,0,1,1,60,61,1.64,Northeast
2021,Contra Costa,CA,Passenger,1,4,5,264,269,1.86,West
2018,Dallas,TX,Passenger,0,1,1,200,201,0.5,South
2019,Mecklenburg,NC,Passenger,1,0,1,88,89,1.12,South
2017,Nassau,NY,Passenger,0,1,1,40,41,2.44,Northeast
2020,Lake,FL,Passenger,1,0,1,22,23,4.35,South
2019,Juneau,AK,Passenger,0,1,1,37,38,2.63,West
2017,New Haven,CT,Passenger,0,1,1,57,58,1.72,Northeast
2019,Marion,IN,Passenger,1,0,1,118,119,0.84,Midwest
2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38,Midwest
2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,South
2020,Hampshire,MA,Passenger,1,0,1,7,8,12.5,Northeast
2022,El Paso,TX,Passenger,2,0,2,354,356,0.56,South
2017,Contra Costa,CA,Passenger,0,1,1,487,488,0.2,West
2018,Jefferson,CO,Passenger,0,1,1,67,68,1.47,West
2020,Harrison,MS,Passenger,2,0,2,51,53,3.77,South
2017,Durham,NC,Passenger,0,1,1,37,38,2.63,South
2023,Santa Barbara,CA,Passenger,1,0,1,57,58,1.72,West
2021,Fairbanks North Star,AK,Passenger,0,1,1,76,77,1.3,West
2023,Jefferson,NY,Passenger,2,1,3,172,175,1.71,Northeast
2019,Montgomery,AL,Passenger,0,1,1,46,47,2.13,South
2017,Manatee,FL,Passenger,1,0,1,52,53,1.89,South
2023,Sedgwick,KS,Passenger,1,0,1,55,56,1.79,Midwest
2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Northeast
2023,Richmond,NY,Passenger,1,0,1,3,4,25.0,Northeast
2022,Howard,IN,Passenger,0,1,1,6,7,14.29,Midwest
2019,Moore,NC,Passenger,0,1,1,176,177,0.56,South
2023,Sarpy,NE,Passenger,1,0,1,49,50,2.0,Midwest
2022,Kern,CA,Passenger,1,1,2,196,198,1.01,West
2023,Middlesex,MA,Passenger,2,1,3,62,65,4.62,Northeast
2021,Rockdale,GA,Passenger,1,0,1,7,8,12.5,South
2022,Collin,TX,Passenger,3,0,3,67,70,4.29,South
2021,Meade,KY,Passenger,1,0,1,21,22,4.55,South
2020,Erie,NY,Passenger,1,0,1,45,46,2.17,Northeast
2020,Clay,FL,Passenger,0,1,1,86,87,1.15,South
2021,Allen,IN,Passenger,1,0,1,18,19,5.26,Midwest
2020,Bucks,PA,Passenger,1,0,1,22,23,4.35,Northeast
2022,Prince George's,MD,Passenger,3,1,4,124,128,3.12,Northeast
2020,Washtenaw,MI,Passenger,1,0,1,33,34,2.94,Midwest
2022,Hamilton,OH,Truck,1,0,1,2,3,33.33,Midwest
2022,Salt Lake,UT,Passenger,1,1,2,123,125,1.6,West
2023,Prince George's,MD,Passenger,3,1,4,106,110,3.64,Northeast
2020,Richland,SC,Passenger,0,1,1,144,145,0.69,South
2021,San Mateo,CA,Passenger,1,1,2,106,108,1.85,West
2021,El Dorado,CA,Passenger,1,0,1,34,35,2.86,West
2019,Brevard,FL,Passenger,0,1,1,88,89,1.12,South
2020,Dallas,IA,Passenger,0,1,1,10,11,9.09,Midwest
2022,Maricopa,AZ,Passenger,7,4,11,941,952,1.16,West
2017,Sacramento,CA,Passenger,1,0,1,328,329,0.3,West
2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19,South
2021,Dallas,IA,Passenger,0,1,1,10,11,9.09,Midwest
2021,New London,CT,Passenger,1,3,4,216,220,1.82,Northeast
2020,Houston,GA,Passenger,1,0,1,58,59,1.69,South
2021,Philadelphia,PA,Passenger,1,0,1,42,43,2.33,Northeast
2018,Middlesex,MA,Passenger,1,1,2,130,132,1.52,Northeast
2022,Stafford,VA,Passenger,2,1,3,83,86,3.49,South
2021,Duval,FL,Passenger,0,2,2,341,343,0.58,South
2021,Plaquemines,LA,Passenger,0,1,1,14,15,6.67,South
2022,Boulder,CO,Passenger,2,1,3,41,44,6.82,West
2017,Dane,WI,Passenger,1,0,1,193,194,0.52,Midwest
2018,Moore,NC,Passenger,0,1,1,194,195,0.51,South
2021,Utah,UT,Passenger,0,1,1,124,125,0.8,West
2023,Madison,IL,Passenger,1,0,1,16,17,5.88,Midwest
2019,Houston,GA,Passenger,1,0,1,60,61,1.64,South
2017,Franklin,MA,Passenger,0,1,1,4,5,20.0,Northeast
2023,Hardin,KY,Passenger,1,0,1,57,58,1.72,South
2018,Orleans,LA,Passenger,0,1,1,45,46,2.17,South
2017,Hawaii,HI,Passenger,1,0,1,81,82,1.22,West
2019,Placer,CA,Passenger,1,0,1,101,102,0.98,West
2019,Berkshire,MA,Passenger,0,1,1,4,5,20.0,Northeast
2019,Carson City,NV,Passenger,1,0,1,11,12,8.33,West
2019,Clay,FL,Passenger,0,1,1,84,85,1.18,South
2020,Bexar,TX,Passenger,3,5,8,608,616,1.3,South
2018,Santa Clara,CA,Passenger,7,1,8,384,392,2.04,West
2022,Travis,TX,Passenger,2,0,2,114,116,1.72,South
2019,Charles,MD,Passenger,0,1,1,86,87,1.15,Northeast
2017,Montgomery,MD,Passenger,1,0,1,314,315,0.32,Northeast
2017,Kent,MI,Passenger,0,1,1,37,38,2.63,Midwest
2021,Maui,HI,Passenger,1,0,1,25,26,3.85,West
2017,Santa Clara,CA,Passenger,6,2,8,415,423,1.89,West
2021,Williamson,TX,Passenger,0,2,2,109,111,1.8,South
2019,Shasta,CA,Passenger,1,0,1,44,45,2.22,West
2020,Harrison,MS,Passenger,1,0,1,58,59,1.69,South
2021,Ventura,CA,Passenger,1,2,3,275,278,1.08,West
2017,Hamilton,TN,Passenger,1,0,1,28,29,3.45,South
2021,El Paso,CO,Passenger,3,1,4,701,705,0.57,West
2020,Bartow,GA,Passenger,0,1,1,4,5,20.0,South
2020,Owyhee,ID,Passenger,1,0,1,3,4,25.0,West
2023,Henrico,VA,Passenger,0,1,1,5,6,16.67,South
2022,Fresno,CA,Passenger,1,0,1,144,145,0.69,West
2018,Virginia Beach,VA,Passenger,2,1,3,705,708,0.42,South
2018,Nueces,TX,Passenger,1,1,2,86,88,2.27,South
2021,Carson City,NV,Passenger,1,0,1,12,13,7.69,West
2020,Powhatan,VA,Passenger,1,0,1,0,1,100.0,South
2022,Alameda,CA,Passenger,4,0,4,174,178,2.25,West
2020,St. Clair,IL,Passenger,1,0,1,137,138,0.72,Midwest
2017,Northampton,PA,Passenger,0,1,1,83,84,1.19,Northeast
2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2023,El Paso,CO,Passenger,3,2,5,503,508,0.98,West
2021,Richland,SC,Passenger,0,1,1,138,139,0.72,South
2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22,South
2022,Douglas,CO,Passenger,0,1,1,81,82,1.22,West
2022,Sarpy,NE,Passenger,1,0,1,52,53,1.89,Midwest
2020,Charleston,SC,Passenger,2,0,2,96,98,2.04,South
2018,Queens,NY,Passenger,1,0,1,61,62,1.61,Northeast
2022,Clackamas,OR,Passenger,1,0,1,129,130,0.77,West
2021,Kings,NY,Passenger,1,0,1,67,68,1.47,Northeast
2023,Arlington,VA,Passenger,1,0,1,110,111,0.9,South
2021,Richland,SC,Passenger,0,1,1,144,145,0.69,South
2019,Nueces,TX,Passenger,1,1,2,89,91,2.2,South
2023,Hudson,NJ,Passenger,1,0,1,18,19,5.26,Northeast
2021,Orange,FL,Passenger,2,0,2,107,109,1.83,South
2022,Anchorage,AK,Passenger,2,0,2,115,117,1.71,West
2023,Marion,IA,Passenger,1,0,1,0,1,100.0,Midwest
2023,Rock Island,IL,Passenger,0,1,1,11,12,8.33,Midwest
2020,Jones,GA,Passenger,1,0,1,1,2,50.0,South
2017,Richland,SC,Passenger,0,1,1,174,175,0.57,South
2020,Kern,CA,Passenger,0,1,1,222,223,0.45,West
2022,DuPage,IL,Passenger,1,1,2,48,50,4.0,Midwest
2022,St. Louis,MO,Passenger,2,0,2,65,67,2.99,Midwest
2022,Leavenworth,KS,Passenger,0,1,1,101,102,0.98,Midwest
2019,Denver,CO,Passenger,1,0,1,130,131,0.76,West
2022,Hudson,NJ,Passenger,1,0,1,31,32,3.12,Northeast
2020,Collier,FL,Passenger,1,0,1,19,20,5.0,South
2019,Jefferson,NY,Passenger,0,2,2,214,216,0.93,Northeast
2022,Lake,IL,Passenger,3,0,3,146,149,2.01,Midwest
2020,Prince William,VA,Passenger,2,2,4,218,222,1.8,South
2019,Dale,AL,Passenger,0,1,1,58,59,1.69,South
2022,Fort Bend,TX,Passenger,1,0,1,24,25,4.0,South
2022,Richland,SC,Passenger,0,1,1,124,125,0.8,South
2020,Orange,CA,Passenger,7,2,9,509,518,1.74,West
2023,Virginia Beach,VA,Passenger,3,2,5,403,408,1.23,South
2023,Santa Cruz,CA,Passenger,1,0,1,17,18,5.56,West
2023,Cumberland,NC,Passenger,1,4,5,309,314,1.59,South
2021,Hawaii,HI,Passenger,1,0,1,44,45,2.22,West
2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,
2023,Contra Costa,CA,Passenger,0,3,3,181,184,1.63,West
2021,Camden,NJ,Passenger,0,1,1,14,15,6.67,Northeast
2020,Mercer,NJ,Passenger,0,1,1,18,19,5.26,Northeast
2020,Montgomery,TX,Passenger,1,0,1,55,56,1.79,South
2023,Washington,MD,Passenger,2,0,2,14,16,12.5,Northeast
2022,Yavapai,AZ,Passenger,0,1,1,28,29,3.45,West
2022,Gwinnett,GA,Passenger,1,0,1,58,59,1.69,South
2022,Lake,IL,Passenger,1,0,1,125,126,0.79,Midwest
2021,Goochland,VA,Passenger,4,3,7,242,249,2.81,South
2021,Denton,TX,Passenger,1,0,1,79,80,1.25,South
2018,Douglas,NE,Passenger,0,1,1,67,68,1.47,Midwest
2017,Muscogee,GA,Passenger,0,1,1,265,266,0.38,South
2023,Salt Lake,UT,Passenger,1,1,2,83,85,2.35,West
2019,Nassau,NY,Passenger,4,0,4,43,47,8.51,Northeast
2019,Harnett,NC,Passenger,1,1,2,214,216,0.93,South
2021,Milwaukee,WI,Passenger,1,0,1,42,43,2.33,Midwest
2023,Beaufort,SC,Passenger,1,0,1,21,22,4.55,South
2022,Fairbanks North Star,AK,Passenger,0,1,1,58,59,1.69,West
2018,Garfield,OK,Passenger,1,0,1,21,22,4.55,South
2023,Benton,OR,Passenger,1,0,1,37,38,2.63,West
2023,Rockingham,NH,Passenger,1,0,1,11,12,8.33,Northeast
2018,Charleston,SC,Passenger,1,0,1,130,131,0.76,South
2019,Cumberland,NC,Passenger,0,2,2,494,496,0.4,South
2019,Fairbanks North Star,AK,Passenger,0,1,1,100,101,0.99,West
2020,Kootenai,ID,Passenger,1,0,1,219,220,0.45,West
2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69,West
2020,Clay,FL,Passenger,0,1,1,80,81,1.23,South
2020,Norfolk,VA,Passenger,2,2,4,346,350,1.14,South
2019,Polk,FL,Passenger,1,0,1,65,66,1.52,South
2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67,Northeast
2023,Chesapeake,VA,Passenger,2,2,4,269,273,1.47,South
2017,Orange,CA,Passenger,3,1,4,615,619,0.65,West
2022,Pennington,SD,Passenger,2,0,2,30,32,6.25,Midwest
2019,Alameda,CA,Passenger,3,2,5,320,325,1.54,West
2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Northeast
2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,South
2022,Alameda,CA,Passenger,5,0,5,187,192,2.6,West
2018,Beaufort,SC,Passenger,1,0,1,36,37,2.7,South
2018,Pima,AZ,Passenger,1,1,2,410,412,0.49,West
2020,Broward,FL,Passenger,2,1,3,110,113,2.65,South
2021,Sedgwick,KS,Passenger,1,1,2,84,86,2.33,Midwest
2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33,Northeast
2018,Riverside,CA,Passenger,2,2,4,679,683,0.59,West
2022,Harris,TX,Passenger,1,0,1,134,135,0.74,South
2020,Loudoun,VA,Passenger,1,0,1,87,88,1.14,South
2022,Rockingham,NH,Passenger,1,0,1,13,14,7.14,Northeast
2018,El Paso,TX,Passenger,1,0,1,522,523,0.19,South
2018,Utah,UT,Passenger,0,1,1,136,137,0.73,West
2018,Flathead,MT,Passenger,1,0,1,54,55,1.82,West
2018,Flathead,MT,Passenger,1,0,1,53,54,1.85,West
2023,St. Louis,MO,Passenger,1,0,1,45,46,2.17,Midwest
2023,Middlesex,MA,Passenger,2,1,3,64,67,4.48,Northeast
2017,Pinal,AZ,Passenger,2,0,2,253,255,0.78,West
2023,Montgomery,PA,Passenger,1,0,1,18,19,5.26,Northeast
2022,Clinton,PA,Passenger,1,0,1,1,2,50.0,Northeast
2018,Portsmouth,VA,Passenger,0,1,1,71,72,1.39,South
2017,Los Angeles,CA,Passenger,3,1,4,1299,1303,0.31,West
2019,Klamath,OR,Passenger,1,0,1,37,38,2.63,West
2021,Ramsey,MN,Passenger,1,0,1,33,34,2.94,Midwest
2019,Hudson,NJ,Passenger,1,0,1,40,41,2.44,Northeast
2022,Hawaii,HI,Passenger,1,0,1,39,40,2.5,West
2018,Collier,FL,Passenger,1,0,1,21,22,4.55,South
2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5,South
2021,Spartanburg,SC,Passenger,0,1,1,52,53,1.89,South
2022,Mercer,NJ,Passenger,0,1,1,12,13,7.69,Northeast
2018,San Diego,CA,Passenger,9,2,11,2587,2598,0.42,West
